期別,開獎日期,兌獎截止日,第一區_開出順序,第一區_大小順序,第二區,第1球,第2球,第3球,第4球,第5球,第6球,銷售總金額,總獎金,頭獎中獎人數,頭獎單注獎金
115000121,2026-05-18,2026-08-18,20 15 32 33 08,08 15 20 32 33,,8,15,20,32,33,,40957400,25966300,0,0
115000122,2026-05-19,2026-08-19,04 32 06 24 31,04 06 24 31 32,,4,6,24,31,32,,34850950,23329700,0,0
115000123,2026-05-20,2026-08-20,21 20 23 01 35,01 20 21 23 35,,1,20,21,23,35,,38485100,9117600,0,0
115000124,2026-05-21,2026-08-21,36 34 09 28 25,09 25 28 34 36,,9,25,28,34,36,,35422050,19150750,0,0
115000125,2026-05-22,2026-08-24,37 04 08 16 15,04 08 15 16 37,,4,8,15,16,37,,35765250,26098650,0,0
115000126,2026-05-23,2026-08-24,15 38 16 24 06,06 15 16 24 38,,6,15,16,24,38,,37016350,17511850,0,0
115000127,2026-05-25,2026-08-25,12 36 06 05 37,05 06 12 36 37,,5,6,12,36,37,,39130450,19222050,0,0
115000128,2026-05-26,2026-08-26,02 14 07 11 37,02 07 11 14 37,,2,7,11,14,37,,33626800,34692550,0,0
115000129,2026-05-27,2026-08-27,21 18 03 19 02,02 03 18 19 21,,2,3,18,19,21,,36470750,25740300,0,0
115000130,2026-05-28,2026-08-28,09 31 12 19 06,06 09 12 19 31,,6,9,12,19,31,,34357750,17882800,0,0
115000131,2026-05-29,2026-08-31,34 12 35 15 20,12 15 20 34 35,,12,15,20,34,35,,34293400,7820400,0,0
115000132,2026-05-30,2026-08-31,03 04 02 39 13,02 03 04 13 39,,2,3,4,13,39,,36485050,8993300,0,0
115000133,2026-06-01,2026-09-01,14 05 19 20 28,05 14 19 20 28,,5,14,19,20,28,,39795200,26995250,0,0
115000134,2026-06-02,2026-09-02,07 22 30 12 26,07 12 22 26 30,,7,12,22,26,30,,33557100,26939750,0,0
115000135,2026-06-03,2026-09-03,08 02 17 25 38,02 08 17 25 38,,2,8,17,25,38,,36098300,40150197,0,0
115000136,2026-06-04,2026-09-04,35 29 02 24 08,02 08 24 29 35,,2,8,24,29,35,,32125250,8027750,0,0
115000137,2026-06-05,2026-09-07,07 26 31 27 21,07 21 26 27 31,,7,21,26,27,31,,32961450,16548150,0,0
115000138,2026-06-06,2026-09-07,30 37 38 13 27,13 27 30 37 38,,13,27,30,37,38,,38121400,8613700,0,0
115000139,2026-06-08,2026-09-08,17 18 28 08 14,08 14 17 18 28,,8,14,17,18,28,,37037950,28112600,0,0
115000140,2026-06-09,2026-09-09,28 25 17 10 20,10 17 20 25 28,,10,17,20,25,28,,29974350,16475450,0,0
115000141,2026-06-10,2026-09-10,39 32 35 01 04,01 04 32 35 39,,1,4,32,35,39,,36682250,35154750,0,0
115000142,2026-06-11,2026-09-11,29 20 08 15 31,08 15 20 29 31,,8,15,20,29,31,,34647050,25563750,0,0
115000143,2026-06-12,2026-09-14,06 18 29 08 31,06 08 18 29 31,,6,8,18,29,31,,33571100,25521700,0,0
115000144,2026-06-13,2026-09-14,34 06 05 36 04,04 05 06 34 36,,4,5,6,34,36,,37880700,18421450,0,0
115000145,2026-06-15,2026-09-15,28 36 12 24 16,12 16 24 28 36,,12,16,24,28,36,,37252100,10359900,0,0
115000146,2026-06-16,2026-09-16,29 25 05 23 17,05 17 23 25 29,,5,17,23,25,29,,33914050,18346250,0,0
115000147,2026-06-17,2026-09-17,37 08 16 15 10,08 10 15 16 37,,8,10,15,16,37,,37900800,18615550,0,0
115000148,2026-06-18,2026-09-21,30 20 09 28 27,09 20 27 28 30,,9,20,27,28,30,,36799550,26711900,0,0
115000149,2026-06-19,2026-09-21,01 05 13 07 25,01 05 07 13 25,,1,5,7,13,25,,35715500,35604300,0,0
115000150,2026-06-20,2026-09-21,25 24 31 04 11,04 11 24 25 31,,4,11,24,25,31,,37720850,11181100,0,0
115000151,2026-06-22,2026-09-22,29 34 28 01 07,01 07 28 29 34,,1,7,28,29,34,,39569550,9914750,0,0
115000152,2026-06-23,2026-09-23,29 25 14 02 36,02 14 25 29 36,,2,14,25,29,36,,34961950,9515000,0,0
115000153,2026-06-24,2026-09-24,33 32 21 17 03,03 17 21 32 33,,3,17,21,32,33,,36613150,40174550,0,0
115000154,2026-06-25,2026-09-29,13 21 29 34 06,06 13 21 29 34,,6,13,21,29,34,,30871000,15477400,0,0
115000155,2026-06-26,2026-09-29,10 26 36 08 14,08 10 14 26 36,,8,10,14,26,36,,32352850,9422350,0,0
115000156,2026-06-27,2026-09-29,32 04 31 14 21,04 14 21 31 32,,4,14,21,31,32,,35275300,15513650,0,0
115000157,2026-06-29,2026-09-29,36 30 15 34 11,11 15 30 34 36,,11,15,30,34,36,,38045350,8631000,0,0
115000158,2026-06-30,2026-09-30,37 11 03 23 26,03 11 23 26 37,,3,11,23,26,37,,35260300,9956950,0,0
115000159,2026-07-01,2026-10-01,34 03 12 01 14,01 03 12 14 34,,1,3,12,14,34,,36419100,16877450,0,0
115000160,2026-07-02,2026-10-02,01 13 08 30 06,01 06 08 13 30,,1,6,8,13,30,,32884250,25159200,0,0
115000161,2026-07-03,2026-10-05,36 07 37 11 31,07 11 31 36 37,,7,11,31,36,37,,35326050,10921850,0,0
115000162,2026-07-04,2026-10-05,15 37 10 02 31,02 10 15 31 37,,2,10,15,31,37,,36259550,16312700,0,0
115000163,2026-07-06,2026-10-06,12 14 10 38 01,01 10 12 14 38,,1,10,12,14,38,,37107750,18692200,0,0
115000164,2026-07-07,2026-10-07,24 09 34 21 27,09 21 24 27 34,,9,21,24,27,34,,34677800,10588500,0,0
115000165,2026-07-08,2026-10-08,01 11 30 23 34,01 11 23 30 34,,1,11,23,30,34,,36113050,8930700,0,0
115000166,2026-07-09,2026-10-12,28 18 35 37 22,18 22 28 35 37,,18,22,28,35,37,,33876150,11932450,0,0
115000167,2026-07-10,2026-10-12,21 15 13 05 26,05 13 15 21 26,,5,13,15,21,26,,33953300,17669500,0,0
115000168,2026-07-11,2026-10-12,27 35 38 10 25,10 25 27 35 38,,10,25,27,35,38,,25290200,14171150,0,0
115000169,2026-07-13,2026-10-13,34 03 35 04 05,03 04 05 34 35,,3,4,5,34,35,,36211300,33521950,0,0
115000170,2026-07-14,2026-10-14,15 13 37 06 01,01 06 13 15 37,,1,6,13,15,37,,34281750,26138450,0,0
115000171,2026-07-15,2026-10-15,16 30 21 06 19,06 16 19 21 30,,6,16,19,21,30,,36200400,16793050,0,0
115000172,2026-07-16,2026-10-16,25 13 28 31 30,13 25 28 30 31,,13,25,28,30,31,,32751450,7036500,0,0
115000173,2026-07-17,2026-10-19,10 12 28 35 29,10 12 28 29 35,,10,12,28,29,35,,36066800,9773100,0,0
115000174,2026-07-18,2026-10-19,33 29 18 34 37,18 29 33 34 37,,18,29,33,34,37,,35454150,17120450,0,0
115000175,2026-07-20,2026-10-20,24 13 10 20 12,10 12 13 20 24,,10,12,13,20,24,,36660850,9543850,0,0
115000176,2026-07-21,2026-10-21,37 39 27 19 12,12 19 27 37 39,,12,19,27,37,39,,34130700,8074650,0,0
115000177,2026-07-22,2026-10-22,31 14 19 21 03,03 14 19 21 31,,3,14,19,21,31,,34959700,17149700,0,0
115000178,2026-07-23,2026-10-23,25 19 14 26 12,12 14 19 25 26,,12,14,19,25,26,,32711000,15734000,0,0
115000179,2026-07-24,2026-10-27,05 36 17 29 27,05 17 27 29 36,,5,17,27,29,36,,35720100,19296450,0,0
115000180,2026-07-25,2026-10-27,39 08 12 23 16,08 12 16 23 39,,8,12,16,23,39,,34034450,19587850,0,0
115000181,2026-07-27,2026-10-27,19 16 32 24 07,07 16 19 24 32,,7,16,19,24,32,,35369650,17730650,0,0
115000182,2026-07-28,2026-10-28,08 31 23 13 05,05 08 13 23 31,,5,8,13,23,31,,35369600,27498500,0,0
115000183,2026-07-29,2026-10-29,33 36 05 14 32,05 14 32 33 36,,5,14,32,33,36,,35711450,16154350,0,0
115000184,2026-07-30,2026-10-30,16 08 04 38 07,04 07 08 16 38,,4,7,8,16,38,,33097650,9290400,0,0
115000185,2026-07-31,2026-11-02,01 12 25 09 26,01 09 12 25 26,,1,9,12,25,26,,34709650,28321950,0,0
115000186,2026-08-01,2026-11-02,06 22 29 11 18,06 11 18 22 29,,6,11,18,22,29,,36780950,45718800,0,0
115000187,2026-08-03,2026-11-03,07 28 21 35 23,07 21 23 28 35,,7,21,23,28,35,,39517050,18382800,0,0
115000188,2026-08-04,2026-11-04,32 39 37 35 09,09 32 35 37 39,,9,32,35,37,39,,34725650,8091900,0,0
115000189,2026-08-05,2026-11-05,29 22 02 04 25,02 04 22 25 29,,2,4,22,25,29,,37660750,9447850,0,0
115000190,2026-08-06,2026-11-06,24 09 16 35 03,03 09 16 24 35,,3,9,16,24,35,,34976850,32564250,0,0
115000191,2026-08-07,2026-11-09,13 06 11 12 19,06 11 12 13 19,,6,11,12,13,19,,35570950,36985200,0,0
115000192,2026-08-08,2026-11-09,05 31 11 24 32,05 11 24 31 32,,5,11,24,31,32,,37807350,16902850,0,0
115000193,2026-08-10,2026-11-10,23 35 16 07 01,01 07 16 23 35,,1,7,16,23,35,,38506800,21803750,0,0
115000194,2026-08-11,2026-11-11,07 19 23 30 17,07 17 19 23 30,,7,17,19,23,30,,35872050,9206950,0,0
115000195,2026-08-12,2026-11-12,32 07 12 17 20,07 12 17 20 32,,7,12,17,20,32,,37969850,9732450,0,0
115000196,2026-08-13,2026-11-13,17 18 05 11 12,05 11 12 17 18,,5,11,12,17,18,,34924900,10258900,0,0
115000197,2026-08-14,2026-11-16,34 25 07 19 21,07 19 21 25 34,,7,19,21,25,34,,35406950,26043100,0,0
115000198,2026-08-15,2026-11-16,35 21 37 14 12,12 14 21 35 37,,12,14,21,35,37,,36512950,10531900,0,0
115000199,2026-08-17,2026-11-17,22 38 28 19 27,19 22 27 28 38,,19,22,27,28,38,,38673950,34468200,0,0
115000200,2026-08-18,2026-11-18,28 39 05 06 10,05 06 10 28 39,,5,6,10,28,39,,34726700,34331150,0,0
115000201,2026-08-19,2026-11-19,32 02 07 06 38,02 06 07 32 38,,2,6,7,32,38,,34092150,15199000,0,0
115000202,2026-08-20,2026-11-20,14 32 34 04 27,04 14 27 32 34,,4,14,27,32,34,,32472700,7365200,0,0
115000203,2026-08-21,2026-11-23,18 20 29 12 11,11 12 18 20 29,,11,12,18,20,29,,32258050,25250900,0,0
115000204,2026-08-22,2026-11-23,09 29 34 30 10,09 10 29 30 34,,9,10,29,30,34,,33300450,15910900,0,0
115000205,2026-08-24,2026-11-24,26 09 10 19 23,09 10 19 23 26,,9,10,19,23,26,,32850300,24838800,0,0
115000206,2026-08-25,2026-11-25,08 23 35 30 21,08 21 23 30 35,,8,21,23,30,35,,30287250,15804700,0,0
115000207,2026-08-26,2026-11-26,13 35 23 38 19,13 19 23 35 38,,13,19,23,35,38,,36726550,7982950,0,0
115000208,2026-08-27,2026-11-27,07 02 25 03 33,02 03 07 25 33,,2,3,7,25,33,,33292050,26400100,0,0
115000209,2026-08-28,2026-11-30,36 09 12 02 04,02 04 09 12 36,,2,4,9,12,36,,34648300,17945500,0,0
115000210,2026-08-29,2026-11-30,33 06 03 17 23,03 06 17 23 33,,3,6,17,23,33,,34797150,9563650,0,0
115000211,2026-08-31,2026-11-30,05 10 39 12 33,05 10 12 33 39,,5,10,12,33,39,,35617900,9653900,0,0
115000212,2026-09-01,2026-12-01,22 30 02 04 38,02 04 22 30 38,,2,4,22,30,38,,29985050,7065500,0,0
115000213,2026-09-02,2026-12-02,07 18 08 13 16,07 08 13 16 18,,7,8,13,16,18,,35966200,34728200,0,0
115000214,2026-09-03,2026-12-03,22 23 19 18 34,18 19 22 23 34,,18,19,22,23,34,,30336050,14854900,0,0
115000215,2026-09-04,2026-12-07,24 02 15 04 17,02 04 15 17 24,,2,4,15,17,24,,33183300,18310650,0,0
115000216,2026-09-05,2026-12-07,10 03 08 28 38,03 08 10 28 38,,3,8,10,28,38,,36708500,12049700,0,0
115000217,2026-09-07,2026-12-07,35 26 19 31 25,19 25 26 31 35,,19,25,26,31,35,,38724650,17156600,0,0
115000218,2026-09-08,2026-12-08,30 03 29 07 25,03 07 25 29 30,,3,7,25,29,30,,34129950,8755050,0,0
115000219,2026-09-09,2026-12-09,28 08 29 05 06,05 06 08 28 29,,5,6,8,28,29,,37136700,37114850,0,0
115000220,2026-09-10,2026-12-10,38 35 04 14 30,04 14 30 35 38,,4,14,30,35,38,,35183000,8439400,0,0
115000221,2026-09-11,2026-12-14,27 12 15 23 25,12 15 23 25 27,,12,15,23,25,27,,35502200,27518950,0,0
115000222,2026-09-12,2026-12-14,17 24 30 25 06,06 17 24 25 30,,6,17,24,25,30,,37182450,25779600,0,0
115000223,2026-09-14,2026-12-14,39 15 01 32 34,01 15 32 34 39,,1,15,32,34,39,,37192400,25764450,0,0
